y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
1203.212829423368,1307.496604455103,47292.08213516605,25.552135468721268,0.16957255167127036,23.802948000542482,2080435.0,0.07263402171684714,0,2
1357.877082978913,1008.1080597208384,86419.40306279308,22.50081985492442,0.09465087247868047,37.80468211850865,1959999.0,0.12768535603560374,0,4
1581.894518861165,1772.046505060828,91110.50905734116,25.163390522351687,0.1545036209982038,33.95420523606795,2004047.0,0.09997265507219681,0,5
1205.9691361270309,1310.6665408894512,55789.066666666666,25.5204908001267,0.18371056952596254,24.15686274509804,2079812.0,0.088717898629516,1,2
1358.6956461334798,1012.396694657746,86938.99607843137,21.601377836214404,0.08460975402871733,37.96078431372549,1964539.0,0.22170273636336826,1,4
1581.7779118065853,1773.025377555462,93551.24705882353,26.072969965193824,0.12819629708994779,34.68235294117647,1998063.0,0.1543963637900653,1,5
1631.4376061336343,2135.369131509106,38543.812973982676,30.305129138804578,0.2638628453142846,28.219136431944854,1862617.0,,2,6
1573.875522007937,1761.4142589093474,118957.57366263831,29.56456654130457,0.10927927745434664,34.68602186426555,2015888.0,,2,5
1357.9340401179484,1013.9063824008691,101016.6697773537,22.003596045259183,0.06879360042431326,41.9367721974736,1940392.0,,2,4
1212.4457460229546,1319.232010215699,63687.06353484555,28.25569719784184,0.27784507454953256,25.279643053617267,2060603.0,,2,2
1205.769536430882,1317.1199575794788,81701.61342296137,27.206909942652054,0.18294799796840308,28.230404416903827,2050738.0,,3,2
1359.7873143290437,1014.7493772095414,109399.54898117097,22.371353722821173,0.09821004552814391,46.90590272347097,1896209.0,,3,4
1561.2544610874143,1768.2481314054571,137917.034895299,31.197597452445237,0.0832861858917082,37.785310527240505,1995233.0,,3,5
1643.3125923559248,2143.8626143216584,43499.14438122184,31.910934801327343,0.3542081774289919,35.396583999656336,1811353.0,,3,6
1552.2017073350257,1760.1872211407604,139584.76686816817,31.35940117696021,0.10485912116866668,35.631836112612405,2033395.0,,4,5
1651.424088496655,2136.9820769872094,53750.51547576503,29.55813189000983,0.16435764175737547,33.22723367556494,1826978.0,,4,6
1366.9386605091427,1014.7506604173915,114361.58030464803,21.654893207158498,0.0840055140521441,46.999047633200405,1902814.0,,4,4
1202.7897083607072,1315.771495901054,76529.75156235875,28.146412618464694,0.1763489833979028,26.23202658597232,2071951.0,,4,2
1200.3253306530098,1310.6885464031016,65130.47355108166,26.48165174896633,0.23468829943464536,25.76996672038203,2075540.0,,5,2
1383.7231019249268,1017.5166369350605,111256.63575744288,24.87426975936014,0.11239420955170339,43.642685574840534,1921312.0,,5,4
1550.1870075141373,1765.369322178325,134138.9114489563,30.373210545089396,0.1159658394187835,36.99237158248388,2004398.0,,5,5
1661.0984783125148,2140.5087087537668,49863.015203128874,26.74876377588038,0.261161667758957,34.08285921082784,1840300.0,,5,6
1664.354069681731,2146.026418123147,55063.79383075002,25.45623934405301,0.19169215851986574,31.027445294399595,1950184.0,,6,6
1395.3094218747096,1024.0034076616625,87346.40752258236,22.112863590933348,0.1034419677057794,36.980385379953006,1974871.0,,6,4
1556.2344783328908,1753.3654420039704,114127.60261474433,30.37775391309856,0.07900172499631769,31.027445294399595,2045862.0,,6,5
1553.7533948179664,1750.6924441415506,125603.1999558895,29.90682950635631,0.09263629717563372,34.79999998777861,2021487.0,,7,5
1401.0201461495221,1026.8641165448753,106739.99996251405,23.835734812992932,0.06905078071063313,41.79999998532029,1935381.0,,7,4
1662.9072797250294,2142.793409759812,48586.999982936766,26.944501672415313,0.14924784324277052,34.39999998791909,1875162.0,,7,6
1403.3296693804393,1035.796339286357,115483.3999973252,24.26480011338906,0.09132645123482537,44.88956745096537,1918081.0,,8,4
1557.2323756766793,1746.9354595287007,122003.60966957793,28.92404793313767,0.15483323036696173,38.86272737653021,1979434.0,,8,5
1664.478182411549,2141.7713117429116,54128.29764093142,25.912293906275618,0.2961130991318152,38.03143909040122,1829110.0,,8,6
1563.386710681227,1739.1416861125015,104494.11324522,27.434285365864937,0.13692103954326276,35.728386870312164,1998509.0,,9,5
1402.744539469755,1042.1428436564986,95590.56240374967,23.23438170719382,0.10150779210109662,40.88506126396547,1943503.0,,9,4
1665.5106798605727,2138.478905825545,30168.939373126017,26.428711770915132,0.22164093694806491,31.676714132441717,1858128.0,,9,6
1214.2192049387463,1306.5414045761688,55965.292332679885,27.481037670862076,0.2715335533968741,23.05881956244021,2085034.0,,10,2
1391.5665493906272,1045.020476233235,117698.94053573388,24.923025617809262,0.10656083133437538,39.96862057489636,1963556.0,,10,4
1577.8638050482539,1721.217893770862,114329.08621351293,25.3337045407124,0.0761647778311424,38.81567959677435,1981409.0,,10,5
1662.530358026347,2151.6202275869405,41557.56539957818,26.89617093093135,0.36713606623159056,30.74509274992028,1857479.0,,10,6
1389.5770319981316,1043.746803106388,101009.81960784314,25.22282949086799,0.08956702762937789,35.75686274509804,1992145.0,,11,4
1590.771631336706,1702.8290866738757,101756.10588235293,26.417863954040445,0.10516840176320826,34.83529411764706,1997761.0,,11,5
1660.1560654295647,2141.836279478909,52801.45882352941,25.967975246856824,0.022023540199732825,30.04313725490196,1907541.0,,11,6
1606.8087835740148,1692.6709953210852,106766.46886018787,28.06283382536592,0.15989551802275143,37.265303988808256,1978507.0,,12,5
1656.1922340851388,2139.096717499904,71534.08527055856,26.707328080702506,0.0713288204909745,34.519439484369755,1920337.0,,12,6
1381.9209190390525,1040.2632864963202,106517.7719893573,23.074423621082822,0.06869953592692336,39.8150353143583,1963960.0,,12,4
1213.1546713468051,1315.730155834808,39784.24240527281,37.59580922332315,0.39574083719180214,23.143715108838812,2004788.0,,12,2
1215.4642472961973,1305.3464319979066,53952.74037116992,27.95186807456716,0.2967983707672751,23.528640120000837,2079226.0,,13,2
1381.1923710118804,1036.867274068636,107902.73573432585,25.93165691976947,0.11104981893197524,37.44975219100134,1978749.0,,13,4
1616.3528749524307,1681.0659258763337,111288.89919159596,28.249527747945287,0.10005891666887416,36.4693921860013,1988796.0,,13,5
1655.7530240774163,2141.7188088015055,71482.75369257655,25.09767606796422,0.06145216847739004,34.11652817400122,1930916.0,,13,6
1378.1195503243205,1034.6874407841995,106194.9582701067,24.220352243397638,0.07999145903564171,36.95655752057135,1992462.0,,14,4
1619.5015375917783,1678.4490866272727,107466.96041220218,28.404157429175395,0.1105039190211098,34.828169391114365,2006925.0,,14,5
1649.3787786180037,2134.7897294497175,70594.57096765935,24.41997277076494,0.06866284371675321,32.89327109160801,1943327.0,,14,6
1215.4804322916948,1312.4030974808088,35968.40495901345,37.4830568040285,0.42361094536646643,22.4448202742737,2003439.0,,14,2
1225.265316419071,1163.7208351040263,106259.86270625757,30.02322912958648,0.06122102662967231,27.670588225179866,2093855.0,,15,7
1217.9276130312205,1298.8551346977133,58889.16076278835,27.946819159017334,0.23433018758622245,23.44313724633294,2096146.0,,15,2
1378.1979622448487,1033.6987105046692,111196.5646652374,26.79553552490904,0.10523907923791166,38.6235293976469,1963751.0,,15,4
1622.2147385940798,1682.2825891958814,112681.93721371406,28.30626044134872,0.1104333657990452,35.933333320198855,1991512.0,,15,5
1644.1611811892326,2133.658740985103,70714.1097780739,23.942177318279136,0.07295165499763473,34.39607841879997,1921866.0,,15,6
1620.045643650928,1673.3775314492018,99968.40462299221,26.34035908444858,0.11662293015609519,33.8359805797909,2010116.0,0.054640265353495525,16,5
1370.9908348016504,1022.5880863297876,97217.11645209797,22.68391228417961,0.08706769540054297,37.88924908674502,1977259.0,0.06491098975793796,16,4
1214.234088508598,1295.6867941247444,44548.769243670635,24.90043078159723,0.190302081627569,20.795029731329823,2116140.0,0.036171844093992024,16,2
1648.2967053271384,2135.3345830943517,45781.31532791572,23.562748719651005,0.14811198846218962,27.66796328659985,1934060.0,0.08621861853706884,16,6
1234.8235932532652,1160.286780830234,71121.29265899975,32.03590485528574,0.20049188285205907,24.49584010724445,2055235.0,0.044887277786382226,16,7
1255.1719511788376,1165.4679760720585,95599.18383419709,28.95419928682063,0.1578634423669488,29.259486867952422,2056041.0,,17,7
1367.552346577494,1016.4289480357869,95407.87180467586,21.56366269130726,0.08542869364574847,39.950453223550426,1951060.0,,17,4
1623.004174368285,1669.8653027966445,102893.23630091376,27.55630341018167,0.11919528364810571,36.574358584940526,1979064.0,,17,5
1639.8495672890533,2143.278066807569,59990.20075508574,27.37439124541088,0.11840312152546388,33.01070313307453,1909812.0,,17,6
1638.1251264118528,2146.2308371815334,59765.54835328342,29.358130820263536,0.28080090140459646,32.95104435059124,1906975.0,,18,6
1625.8660707944673,1667.2563497631236,105098.35723103909,28.77397774144201,0.15907728281862585,35.49974391362039,1986586.0,,18,5
1366.924486106711,1011.9033209713189,97686.19275184393,21.97538979344668,0.0482117659538249,40.9612429772543,1940133.0,,18,4
1243.9056776556777,1155.9902194211018,101387.26861729985,30.628397335405715,0.07942999450552067,28.399795130896315,2073059.0,,18,7
1215.5360953439836,1305.8504658617305,55998.9344990639,28.626728828991485,0.20106048643169439,22.392146160899017,2095092.0,,18,2
1626.0823706460174,1667.8130316213826,105330.88871521139,26.24909424699081,0.13216401593986865,35.929763846999805,1988797.0,,19,5
1638.0093543187932,2144.4404225768167,74149.42569147846,23.474795678818438,0.025970940253945394,34.5847994249196,1941479.0,,19,6
1366.599256430408,1008.9373173504658,100724.00129403752,23.627163321566726,0.09286542959833612,40.92534598615486,1945330.0,,19,4
1242.3288624439854,1150.6271564817316,105948.41952272078,31.405800241189024,0.127179304959109,28.820666187433,2070244.0,,19,7
1210.960886248298,1308.7479234662967,58986.681072495376,27.578691606412804,0.19581994333792765,22.48011962619774,2107080.0,,19,2
1198.487699044586,1306.6002089968154,76295.90633038647,30.151088899461797,0.2185874336220944,23.348916397883993,2100055.0,0.03982163254320826,20,2
1241.654302323883,1157.4917437155837,103969.87729094843,32.060389330790905,0.10624115082975061,28.8539454673038,2060149.0,0.04588753138834502,20,7
1365.4688516896726,1002.2934131272035,97887.38965500533,23.9308954836234,0.1346567570466553,40.62331796054614,1942658.0,0.08320184574474797,20,4
1627.3010976504306,1668.3184169332335,100409.45228315401,26.400381003655394,0.09807191894429078,35.877603245529066,1989954.0,0.06268309145993717,20,5
1643.8815816666822,2145.277817963194,80829.77234052517,23.791575552501506,0.023177902352536934,35.877603245529066,1953974.0,0.07715881686722474,20,6
1644.5353407707396,2129.820166937349,82440.14694225356,23.67606252076362,0.08653856288774459,36.37706694351814,1953899.0,,21,6
1626.4470694609813,1667.4566448528687,106372.44787413106,25.4765525699371,0.11547216264076783,37.90071372649272,1982661.0,,21,5
1368.1158713408074,999.6023606747647,110271.45999176301,26.983351398689447,0.10231324873961886,37.13889033500543,1978835.0,,21,4
1242.254529020667,1155.5438262807966,103038.70871298267,31.154453383423736,0.09766982675534658,27.425642093542468,2080958.0,,21,7
1200.7429044496648,1308.4907972063372,72237.42717176002,30.61381114505796,0.22699259673682137,22.854701744618726,2105231.0,,21,2
1231.573017868261,1152.59290673496,78446.6862745098,32.05684398372179,0.04913931484695451,24.145098039215686,2100601.0,0.04956512934547004,22,7
1211.9615805284297,1297.3063403728354,61171.698039215684,26.31677465416273,0.18988542210725132,23.4078431372549,2105576.0,0.048879956026766355,22,2
1365.3602645933731,1000.1639916259595,100894.43921568627,23.531688169669472,0.1201002045814405,36.86274509803921,1982198.0,0.07437857803789143,22,4
1626.8190197319261,1668.171679197995,103104.7294117647,26.37007965014023,0.1309350101483236,36.30980392156862,1987543.0,0.07273481864144864,22,5
1651.4269361725915,2127.639416335131,75839.38431372549,22.64373089742689,0.09038233475152814,35.75686274509804,1959445.0,0.08229563250767714,22,6
1622.9240006407495,1669.6632804842234,104708.48301656828,24.61238156725641,0.10885845577531242,37.93886902615244,1982387.0,,23,5
1363.763009702273,995.612366213558,110949.82632788643,24.817880208877085,0.1140479741642497,38.93726031631435,1967524.0,,23,4
1235.2879382241927,1158.5491915412636,72688.07755849563,31.528674351235416,0.04570922858985221,23.56203444782099,2091791.0,,23,7
1659.8668447646448,2123.27397432488,82592.91786993387,23.00545208460589,0.045331781298714215,36.940477735990534,1922148.0,,23,6
1202.9038865322304,1298.2388940995907,74938.45152652056,32.353851273240224,0.23216696890706703,23.761712705853373,2088155.0,,23,2
1240.772326808025,1158.631188825233,66780.52530442872,31.719771636130144,0.011303903582577237,23.29405465875471,2092425.0,,24,7
1213.9488900936494,1301.8203949469369,47523.75384630273,35.94087816136182,0.37278449442664635,21.70582365929416,2046795.0,,24,2
1368.5844980427973,988.9419833572031,100668.61013991844,28.137899153317008,0.1375150339324401,32.11756021131331,2020281.0,,24,4
1623.089176875458,1668.5810315730323,96096.26956258257,26.502052526744368,0.15460620070579933,35.470492321285576,1991941.0,,24,5
1666.4299920844621,2120.5065888491254,63315.35820382791,22.8625773372309,0.034136448683599344,32.47050043341565,1953237.0,,24,6
1624.358908035419,1669.1046515045743,106731.14981699917,25.67566921644521,0.0896701975314374,37.45021423199993,1979153.0,0.04213523621780148,25,5
1367.9603792427388,987.1892191104481,112109.66723374257,27.750002625397325,0.07192107050834179,33.33265141068057,2019153.0,0.035305694019409306,25,4
1215.7555400087967,1295.2782358167806,66422.75876374342,28.543852724441937,0.16831279101693078,23.528930407539224,2092806.0,0.027190573453343053,25,2
1664.5412832708955,2123.776057583028,69872.09996148867,22.370395183925364,0.09233181677529519,36.66591655174862,1906977.0,0.06472819857210638,25,6
1242.7409790565623,1157.3242821292688,84773.7558862635,32.15383100838355,0.0679824997450054,25.097525768041837,2069622.0,0.029311292410717508,25,7
1623.6571678472299,1670.5209485958728,102595.87122016962,26.08832647009838,0.12805173513800502,35.74059335366989,1993613.0,,26,5
1368.872626027202,985.9351254486922,103797.79278698255,27.07575906025697,0.08350469619717674,30.936750160972323,2033955.0,,26,4
1215.1887903503798,1302.1577407490763,67449.60934630028,31.46377832347312,0.1852905930539877,24.019215963487827,2089196.0,,26,2
1668.2488243936114,2128.363700460802,65135.11769605859,23.154270306149403,0.05165733725578793,34.58767098742247,1940685.0,,26,6
1246.2060531525758,1165.0086202685502,66872.76385572115,31.533496870358714,0.05113118670683546,23.634908508072023,2092931.0,,26,7
1252.244472558454,1162.1894115920632,98701.38540759224,32.37552575700088,0.05041942100425546,28.96811354112491,2056674.0,,27,7
1213.300844088712,1300.5707492652643,86394.98462694329,29.62050043229685,0.14641442705452692,25.23737164567701,2078938.0,,27,2
1386.6214661454399,975.4644751605352,129286.22692187979,27.34858025088928,0.08440379118518529,36.86850814324989,2003142.0,,27,4
1624.0102783541126,1669.766805737419,116983.33742772066,24.51470997684697,0.09802957132318496,40.81870544431238,1959081.0,,27,5
1668.5449073643967,2117.92257797522,77952.5351729503,23.212932128718553,0.04384965262559185,37.9657851713228,1897895.0,,27,6
1662.8630614729477,2121.9569269374106,75221.02268079897,23.041933542694984,0.022798299147651965,37.59071622919368,1890847.0,,28,6
1622.69421501671,1670.029073385143,105720.09033286067,26.011842682179008,0.14147839514876176,38.790419938636035,1962724.0,,28,5
1396.4897495938865,975.7043076389375,119887.59138828365,27.996149876512007,0.10400560560242426,34.5914569555878,2015014.0,,28,4
1198.351871700112,1297.6514625325813,80778.25021355417,31.679861467195543,0.15420184660958314,26.393481607731736,2034800.0,,28,2
1247.3122502471613,1152.1887023873699,91617.97312960231,32.97213744175653,0.09396581945905416,27.79313593541448,2032133.0,,28,7
1200.1125335696147,1297.863780441018,84144.58978971187,30.05958763301483,0.13804305930220923,25.172509596918573,2076859.0,,29,2
1240.17921461453,1157.6622423014119,89787.26722721962,31.616443236775098,0.123550078308866,27.478388338621038,2066747.0,,29,7
1396.3352360523475,970.9505675032542,107319.24761350708,28.047714418610642,0.08854835420323802,31.321519574791814,2034401.0,,29,4
1625.2223169224815,1668.706361376189,103258.78730593083,25.131987045661337,0.10972713862075661,34.972494249154046,1999433.0,,29,5
1658.450951372925,2123.383903388792,63360.55175137671,23.98547556765457,0.04954247373325914,34.78033768734551,1925075.0,,29,6
1664.5160909414653,2120.9414887635185,83690.98039215687,23.917301438867046,0.1010195580983207,35.88235294117647,1935636.0,,30,6
1626.6347164318797,1670.3710451442084,110195.88235294119,24.956681432167002,0.09682240989036243,36.86274509803922,1988746.0,,30,5
1393.711031504235,973.3777762897988,117133.33333333334,30.123339201227797,0.10498492381906058,32.35294117647059,2016909.0,,30,4
1245.0250978000295,1151.2744883801245,97086.86274509804,32.453454550835076,0.04206141419018317,27.450980392156865,2047709.0,,30,7
1195.2598183722869,1296.849474191809,82543.33333333334,30.730064961939895,0.1602789100721147,25.490196078431374,2075243.0,,30,2
1187.975514386721,1289.0165320240274,67778.95555612235,29.432316269213032,0.17108000569537543,22.022716050938286,2109370.0,,31,2
1249.0250166552821,1156.4872175980975,89281.2202405577,31.84228769052439,0.10286331458511194,24.46968450104254,2098303.0,,31,7
1399.2416408880813,969.1399957456321,104414.77896274094,26.786998289796838,0.049124891591398316,29.74007808588247,2052173.0,,31,4
1625.5446078950154,1670.1279356976167,104935.60678592851,25.139008750283164,0.11905318994261598,36.89275509387952,1985482.0,,31,5
1675.7698891123803,2124.461555601,61669.06356455435,22.169857479534773,0.02866993629861416,34.06932995914384,1912639.0,,31,6
1674.1319978867248,2132.3686332906314,90467.15871987827,23.128879339857498,0.08669066668769608,39.97057544219115,1917780.0,,32,6
1400.9360908944564,977.9986901302244,124804.42083903425,27.54304472149337,0.0733198274918811,34.894946814611316,2019508.0,,32,4
1242.2439467251152,1157.429371551276,104593.26764401137,32.04919817865842,0.06481745162488231,29.39634913473317,2049227.0,,32,7
1628.6017538107576,1669.8112900383019,111590.02170713016,26.539643199070504,0.10108113273235977,37.85573018069955,1974441.0,,32,5
1169.1692499714477,1293.658207023326,77772.58855324882,33.91201853254601,0.21640949205591348,26.6470502947941,2014764.0,,32,2
1409.2519805634458,977.2890392363303,126465.64809908922,27.420357445099356,0.07202455022731287,33.86918940572932,2032382.0,,33,4
1629.233632183908,1670.496079575597,119706.41630587456,27.902563065801424,0.10846155430682464,39.79629755173195,1962478.0,,33,5
1669.9901908413185,2129.5907358996296,89557.33399149704,24.120773098737963,0.05568325777110211,38.73788538280291,1914539.0,,33,6
1668.2454829054323,2134.6505588772366,91584.17387855965,24.116019358796308,0.058304857296648714,40.528798884185505,1878418.0,,34,6
1628.6099393657046,1670.002613486366,126190.64635436652,25.978290807738,0.08548209209384942,42.755655965734164,1939949.0,,34,5
1411.5703871346811,971.2878576605863,133029.9925089269,28.65341239443272,0.08724426393487493,36.74314184555279,2006239.0,,34,4
1172.039149796744,1302.835732743652,87209.06777044102,31.880303320571716,0.16644659280749852,27.390342103048447,2049497.0,,34,2
1247.6658107499209,1158.8547125595453,113174.88939842279,32.631466883516275,0.051877122241018585,29.171827768287372,2068004.0,,34,7
1628.314588086428,1670.8769608313044,104259.20763848211,26.628786883367592,0.09760654192266963,36.97914724806686,1978088.0,,35,5
1676.3664235588442,2137.4803125066255,94280.83449997673,24.87065844000142,0.0369410967165909,37.17903453048884,1958995.0,,35,6
1412.630365964754,974.7576246178185,118267.10850333226,28.026525801556815,0.07038611963266184,33.58106344689315,2019917.0,,35,4
1171.2533731413303,1296.9596089909642,78398.99036242049,30.143611675468055,0.14218300204176926,24.985910302747875,2095891.0,,35,2
1253.778200267936,1158.7265969272867,105189.68293815645,32.43238765090994,0.029286242365457762,25.785459432435808,2101984.0,,35,7
1171.2119471490798,1295.7973994247848,68415.77975222252,28.96604259097261,0.13802367522340234,22.824464372645778,2109112.0,0.03950413405129061,36,2
